loss,trial_id,training_iteration,time_this_iter_s,done,timesteps_total,episodes_total,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag
34.40190124511719,00000,0,32.923765897750854,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-07-38,1589022458,32.923765897750854,4368,deeplearning-vm-vm,10.138.0.2,32.923765897750854,0,1,0_learning_rate=0.0001
12.012560844421387,00000,1,4.990909099578857,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-07-43,1589022463,37.91467499732971,4368,deeplearning-vm-vm,10.138.0.2,37.91467499732971,0,2,0_learning_rate=0.0001
3.5861852169036865,00000,2,4.859435081481934,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-07-47,1589022467,42.774110078811646,4368,deeplearning-vm-vm,10.138.0.2,42.774110078811646,0,3,0_learning_rate=0.0001
2.261439561843872,00000,3,4.721078872680664,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-07-52,1589022472,47.49518895149231,4368,deeplearning-vm-vm,10.138.0.2,47.49518895149231,0,4,0_learning_rate=0.0001
2.8713459968566895,00000,4,4.8215012550354,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-07-57,1589022477,52.31669020652771,4368,deeplearning-vm-vm,10.138.0.2,52.31669020652771,0,5,0_learning_rate=0.0001
3.270524263381958,00000,5,4.475210189819336,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-01,1589022481,56.791900396347046,4368,deeplearning-vm-vm,10.138.0.2,56.791900396347046,0,6,0_learning_rate=0.0001
3.0876271724700928,00000,6,4.499578952789307,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-06,1589022486,61.29147934913635,4368,deeplearning-vm-vm,10.138.0.2,61.29147934913635,0,7,0_learning_rate=0.0001
2.8829665184020996,00000,7,4.512397289276123,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-10,1589022490,65.80387663841248,4368,deeplearning-vm-vm,10.138.0.2,65.80387663841248,0,8,0_learning_rate=0.0001
2.3917713165283203,00000,8,4.546016693115234,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-15,1589022495,70.34989333152771,4368,deeplearning-vm-vm,10.138.0.2,70.34989333152771,0,9,0_learning_rate=0.0001
1.7718034982681274,00000,9,4.519492149353027,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-20,1589022500,74.86938548088074,4368,deeplearning-vm-vm,10.138.0.2,74.86938548088074,0,10,0_learning_rate=0.0001
1.3610520362854004,00000,10,4.515726566314697,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-24,1589022504,79.38511204719543,4368,deeplearning-vm-vm,10.138.0.2,79.38511204719543,0,11,0_learning_rate=0.0001
1.0759060382843018,00000,11,4.482250452041626,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-29,1589022509,83.86736249923706,4368,deeplearning-vm-vm,10.138.0.2,83.86736249923706,0,12,0_learning_rate=0.0001
0.8732407093048096,00000,12,4.424004554748535,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-33,1589022513,88.2913670539856,4368,deeplearning-vm-vm,10.138.0.2,88.2913670539856,0,13,0_learning_rate=0.0001
0.6766058206558228,00000,13,4.428811550140381,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-37,1589022517,92.72017860412598,4368,deeplearning-vm-vm,10.138.0.2,92.72017860412598,0,14,0_learning_rate=0.0001
0.7118808627128601,00000,14,4.475408315658569,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-42,1589022522,97.19558691978455,4368,deeplearning-vm-vm,10.138.0.2,97.19558691978455,0,15,0_learning_rate=0.0001
0.5829972624778748,00000,15,4.452097415924072,False,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-46,1589022526,101.64768433570862,4368,deeplearning-vm-vm,10.138.0.2,101.64768433570862,0,16,0_learning_rate=0.0001
0.4582400321960449,00000,16,4.443890333175659,True,,,4c4a3544536e49b4ad1fe4f0abc94312,2020-05-09_11-08-51,1589022531,106.09157466888428,4368,deeplearning-vm-vm,10.138.0.2,106.09157466888428,0,17,0_learning_rate=0.0001
